word,verse_key,surah_id,verse_id,global_verse_number,word_position,juz,page,audio_file,clip_file,clip_start_sec,clip_end_sec,clip_duration_sec,clip_matched,asr_text,asr_probability
عَدُوّٖ,9:120,9,120,1355,38,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
نَّيۡلًا,9:120,9,120,1355,39,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
إِلَّا,9:120,9,120,1355,40,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
كُتِبَ,9:120,9,120,1355,41,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
لَهُم,9:120,9,120,1355,42,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
بِهِۦ,9:120,9,120,1355,43,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
عَمَلٞ,9:120,9,120,1355,44,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
صَٰلِحٌۚ,9:120,9,120,1355,45,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
إِنَّ,9:120,9,120,1355,46,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
ٱللَّهَ,9:120,9,120,1355,47,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
لَا,9:120,9,120,1355,48,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
يُضِيعُ,9:120,9,120,1355,49,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
أَجۡرَ,9:120,9,120,1355,50,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
ٱلۡمُحۡسِنِينَ,9:120,9,120,1355,51,11,206,fullQuran/alafasy_quran_complete/009/009120.mp3,,,,,False,,
وَلَا,9:121,9,121,1356,0,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
يُنفِقُونَ,9:121,9,121,1356,1,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
نَفَقَةٗ,9:121,9,121,1356,2,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
صَغِيرَةٗ,9:121,9,121,1356,3,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
وَلَا,9:121,9,121,1356,4,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
كَبِيرَةٗ,9:121,9,121,1356,5,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
وَلَا,9:121,9,121,1356,6,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
يَقۡطَعُونَ,9:121,9,121,1356,7,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
وَادِيًا,9:121,9,121,1356,8,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
إِلَّا,9:121,9,121,1356,9,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
كُتِبَ,9:121,9,121,1356,10,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
لَهُمۡ,9:121,9,121,1356,11,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
لِيَجۡزِيَهُمُ,9:121,9,121,1356,12,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
ٱللَّهُ,9:121,9,121,1356,13,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
أَحۡسَنَ,9:121,9,121,1356,14,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
مَا,9:121,9,121,1356,15,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
كَانُواْ,9:121,9,121,1356,16,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
يَعۡمَلُونَ,9:121,9,121,1356,17,11,206,fullQuran/alafasy_quran_complete/009/009121.mp3,,,,,False,,
۞وَمَا,9:122,9,122,1357,0,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
كَانَ,9:122,9,122,1357,1,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
ٱلۡمُؤۡمِنُونَ,9:122,9,122,1357,2,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
لِيَنفِرُواْ,9:122,9,122,1357,3,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
كَآفَّةٗۚ,9:122,9,122,1357,4,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
فَلَوۡلَا,9:122,9,122,1357,5,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
نَفَرَ,9:122,9,122,1357,6,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
مِن,9:122,9,122,1357,7,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
كُلِّ,9:122,9,122,1357,8,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
فِرۡقَةٖ,9:122,9,122,1357,9,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
مِّنۡهُمۡ,9:122,9,122,1357,10,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
طَآئِفَةٞ,9:122,9,122,1357,11,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
لِّيَتَفَقَّهُواْ,9:122,9,122,1357,12,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
فِي,9:122,9,122,1357,13,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
ٱلدِّينِ,9:122,9,122,1357,14,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
وَلِيُنذِرُواْ,9:122,9,122,1357,15,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
قَوۡمَهُمۡ,9:122,9,122,1357,16,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
إِذَا,9:122,9,122,1357,17,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
رَجَعُوٓاْ,9:122,9,122,1357,18,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
إِلَيۡهِمۡ,9:122,9,122,1357,19,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
لَعَلَّهُمۡ,9:122,9,122,1357,20,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
يَحۡذَرُونَ,9:122,9,122,1357,21,11,206,fullQuran/alafasy_quran_complete/009/009122.mp3,,,,,False,,
يَـٰٓأَيُّهَا,9:123,9,123,1358,0,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
ٱلَّذِينَ,9:123,9,123,1358,1,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
ءَامَنُواْ,9:123,9,123,1358,2,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
قَٰتِلُواْ,9:123,9,123,1358,3,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
ٱلَّذِينَ,9:123,9,123,1358,4,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
يَلُونَكُم,9:123,9,123,1358,5,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
مِّنَ,9:123,9,123,1358,6,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
ٱلۡكُفَّارِ,9:123,9,123,1358,7,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
وَلۡيَجِدُواْ,9:123,9,123,1358,8,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
فِيكُمۡ,9:123,9,123,1358,9,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
غِلۡظَةٗۚ,9:123,9,123,1358,10,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
وَٱعۡلَمُوٓاْ,9:123,9,123,1358,11,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
أَنَّ,9:123,9,123,1358,12,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
ٱللَّهَ,9:123,9,123,1358,13,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
مَعَ,9:123,9,123,1358,14,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
ٱلۡمُتَّقِينَ,9:123,9,123,1358,15,11,207,fullQuran/alafasy_quran_complete/009/009123.mp3,,,,,False,,
وَإِذَا,9:124,9,124,1359,0,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
مَآ,9:124,9,124,1359,1,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
أُنزِلَتۡ,9:124,9,124,1359,2,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
سُورَةٞ,9:124,9,124,1359,3,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
فَمِنۡهُم,9:124,9,124,1359,4,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
مَّن,9:124,9,124,1359,5,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
يَقُولُ,9:124,9,124,1359,6,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
أَيُّكُمۡ,9:124,9,124,1359,7,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
زَادَتۡهُ,9:124,9,124,1359,8,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
هَٰذِهِۦٓ,9:124,9,124,1359,9,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
إِيمَٰنٗاۚ,9:124,9,124,1359,10,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
فَأَمَّا,9:124,9,124,1359,11,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
ٱلَّذِينَ,9:124,9,124,1359,12,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
ءَامَنُواْ,9:124,9,124,1359,13,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
فَزَادَتۡهُمۡ,9:124,9,124,1359,14,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
إِيمَٰنٗا,9:124,9,124,1359,15,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
وَهُمۡ,9:124,9,124,1359,16,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
يَسۡتَبۡشِرُونَ,9:124,9,124,1359,17,11,207,fullQuran/alafasy_quran_complete/009/009124.mp3,,,,,False,,
وَأَمَّا,9:125,9,125,1360,0,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
ٱلَّذِينَ,9:125,9,125,1360,1,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
فِي,9:125,9,125,1360,2,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
قُلُوبِهِم,9:125,9,125,1360,3,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
مَّرَضٞ,9:125,9,125,1360,4,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
فَزَادَتۡهُمۡ,9:125,9,125,1360,5,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
رِجۡسًا,9:125,9,125,1360,6,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
إِلَىٰ,9:125,9,125,1360,7,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
رِجۡسِهِمۡ,9:125,9,125,1360,8,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
وَمَاتُواْ,9:125,9,125,1360,9,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
وَهُمۡ,9:125,9,125,1360,10,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
كَٰفِرُونَ,9:125,9,125,1360,11,11,207,fullQuran/alafasy_quran_complete/009/009125.mp3,,,,,False,,
أَوَلَا,9:126,9,126,1361,0,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
يَرَوۡنَ,9:126,9,126,1361,1,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
أَنَّهُمۡ,9:126,9,126,1361,2,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
يُفۡتَنُونَ,9:126,9,126,1361,3,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
فِي,9:126,9,126,1361,4,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
كُلِّ,9:126,9,126,1361,5,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
عَامٖ,9:126,9,126,1361,6,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
مَّرَّةً,9:126,9,126,1361,7,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
أَوۡ,9:126,9,126,1361,8,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
مَرَّتَيۡنِ,9:126,9,126,1361,9,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
ثُمَّ,9:126,9,126,1361,10,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
لَا,9:126,9,126,1361,11,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
يَتُوبُونَ,9:126,9,126,1361,12,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
وَلَا,9:126,9,126,1361,13,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
هُمۡ,9:126,9,126,1361,14,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
يَذَّكَّرُونَ,9:126,9,126,1361,15,11,207,fullQuran/alafasy_quran_complete/009/009126.mp3,,,,,False,,
وَإِذَا,9:127,9,127,1362,0,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
مَآ,9:127,9,127,1362,1,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
أُنزِلَتۡ,9:127,9,127,1362,2,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
سُورَةٞ,9:127,9,127,1362,3,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
نَّظَرَ,9:127,9,127,1362,4,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
بَعۡضُهُمۡ,9:127,9,127,1362,5,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
إِلَىٰ,9:127,9,127,1362,6,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
بَعۡضٍ,9:127,9,127,1362,7,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
هَلۡ,9:127,9,127,1362,8,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
يَرَىٰكُم,9:127,9,127,1362,9,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
مِّنۡ,9:127,9,127,1362,10,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
أَحَدٖ,9:127,9,127,1362,11,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
ثُمَّ,9:127,9,127,1362,12,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
ٱنصَرَفُواْۚ,9:127,9,127,1362,13,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
صَرَفَ,9:127,9,127,1362,14,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
ٱللَّهُ,9:127,9,127,1362,15,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
قُلُوبَهُم,9:127,9,127,1362,16,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
بِأَنَّهُمۡ,9:127,9,127,1362,17,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
قَوۡمٞ,9:127,9,127,1362,18,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
لَّا,9:127,9,127,1362,19,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
يَفۡقَهُونَ,9:127,9,127,1362,20,11,207,fullQuran/alafasy_quran_complete/009/009127.mp3,,,,,False,,
لَقَدۡ,9:128,9,128,1363,0,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
جَآءَكُمۡ,9:128,9,128,1363,1,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
رَسُولٞ,9:128,9,128,1363,2,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
مِّنۡ,9:128,9,128,1363,3,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
أَنفُسِكُمۡ,9:128,9,128,1363,4,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
عَزِيزٌ,9:128,9,128,1363,5,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
عَلَيۡهِ,9:128,9,128,1363,6,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
مَا,9:128,9,128,1363,7,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
عَنِتُّمۡ,9:128,9,128,1363,8,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
حَرِيصٌ,9:128,9,128,1363,9,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
عَلَيۡكُم,9:128,9,128,1363,10,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
بِٱلۡمُؤۡمِنِينَ,9:128,9,128,1363,11,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
رَءُوفٞ,9:128,9,128,1363,12,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
رَّحِيمٞ,9:128,9,128,1363,13,11,207,fullQuran/alafasy_quran_complete/009/009128.mp3,,,,,False,,
فَإِن,9:129,9,129,1364,0,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
تَوَلَّوۡاْ,9:129,9,129,1364,1,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
فَقُلۡ,9:129,9,129,1364,2,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
حَسۡبِيَ,9:129,9,129,1364,3,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
ٱللَّهُ,9:129,9,129,1364,4,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
لَآ,9:129,9,129,1364,5,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
إِلَٰهَ,9:129,9,129,1364,6,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
إِلَّا,9:129,9,129,1364,7,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
هُوَۖ,9:129,9,129,1364,8,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
عَلَيۡهِ,9:129,9,129,1364,9,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
تَوَكَّلۡتُۖ,9:129,9,129,1364,10,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
وَهُوَ,9:129,9,129,1364,11,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
رَبُّ,9:129,9,129,1364,12,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
ٱلۡعَرۡشِ,9:129,9,129,1364,13,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
ٱلۡعَظِيمِ,9:129,9,129,1364,14,11,207,fullQuran/alafasy_quran_complete/009/009129.mp3,,,,,False,,
الٓرۚ,10:1,10,1,1365,0,11,208,fullQuran/alafasy_quran_complete/010/010001.mp3,,,,,False,,
تِلۡكَ,10:1,10,1,1365,1,11,208,fullQuran/alafasy_quran_complete/010/010001.mp3,,,,,False,,
ءَايَٰتُ,10:1,10,1,1365,2,11,208,fullQuran/alafasy_quran_complete/010/010001.mp3,,,,,False,,
ٱلۡكِتَٰبِ,10:1,10,1,1365,3,11,208,fullQuran/alafasy_quran_complete/010/010001.mp3,,,,,False,,
ٱلۡحَكِيمِ,10:1,10,1,1365,4,11,208,fullQuran/alafasy_quran_complete/010/010001.mp3,,,,,False,,
أَكَانَ,10:2,10,2,1366,0,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
لِلنَّاسِ,10:2,10,2,1366,1,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
عَجَبًا,10:2,10,2,1366,2,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
أَنۡ,10:2,10,2,1366,3,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
أَوۡحَيۡنَآ,10:2,10,2,1366,4,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
إِلَىٰ,10:2,10,2,1366,5,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
رَجُلٖ,10:2,10,2,1366,6,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
مِّنۡهُمۡ,10:2,10,2,1366,7,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
أَنۡ,10:2,10,2,1366,8,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
أَنذِرِ,10:2,10,2,1366,9,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
ٱلنَّاسَ,10:2,10,2,1366,10,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
وَبَشِّرِ,10:2,10,2,1366,11,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
ٱلَّذِينَ,10:2,10,2,1366,12,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
ءَامَنُوٓاْ,10:2,10,2,1366,13,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
أَنَّ,10:2,10,2,1366,14,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
لَهُمۡ,10:2,10,2,1366,15,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
قَدَمَ,10:2,10,2,1366,16,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
صِدۡقٍ,10:2,10,2,1366,17,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
عِندَ,10:2,10,2,1366,18,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
رَبِّهِمۡۗ,10:2,10,2,1366,19,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
قَالَ,10:2,10,2,1366,20,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
ٱلۡكَٰفِرُونَ,10:2,10,2,1366,21,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
إِنَّ,10:2,10,2,1366,22,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
هَٰذَا,10:2,10,2,1366,23,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
لَسَٰحِرٞ,10:2,10,2,1366,24,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
مُّبِينٌ,10:2,10,2,1366,25,11,208,fullQuran/alafasy_quran_complete/010/010002.mp3,,,,,False,,
إِنَّ,10:3,10,3,1367,0,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
رَبَّكُمُ,10:3,10,3,1367,1,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱللَّهُ,10:3,10,3,1367,2,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱلَّذِي,10:3,10,3,1367,3,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
خَلَقَ,10:3,10,3,1367,4,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱلسَّمَٰوَٰتِ,10:3,10,3,1367,5,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
وَٱلۡأَرۡضَ,10:3,10,3,1367,6,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
فِي,10:3,10,3,1367,7,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
سِتَّةِ,10:3,10,3,1367,8,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
أَيَّامٖ,10:3,10,3,1367,9,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ثُمَّ,10:3,10,3,1367,10,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱسۡتَوَىٰ,10:3,10,3,1367,11,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
عَلَى,10:3,10,3,1367,12,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱلۡعَرۡشِۖ,10:3,10,3,1367,13,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
يُدَبِّرُ,10:3,10,3,1367,14,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱلۡأَمۡرَۖ,10:3,10,3,1367,15,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
مَا,10:3,10,3,1367,16,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
مِن,10:3,10,3,1367,17,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
شَفِيعٍ,10:3,10,3,1367,18,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
إِلَّا,10:3,10,3,1367,19,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
مِنۢ,10:3,10,3,1367,20,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
بَعۡدِ,10:3,10,3,1367,21,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
إِذۡنِهِۦۚ,10:3,10,3,1367,22,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ذَٰلِكُمُ,10:3,10,3,1367,23,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
ٱللَّهُ,10:3,10,3,1367,24,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
رَبُّكُمۡ,10:3,10,3,1367,25,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
فَٱعۡبُدُوهُۚ,10:3,10,3,1367,26,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
أَفَلَا,10:3,10,3,1367,27,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
تَذَكَّرُونَ,10:3,10,3,1367,28,11,208,fullQuran/alafasy_quran_complete/010/010003.mp3,,,,,False,,
