word,verse_key,surah_id,verse_id,global_verse_number,word_position,ruku,juz,page,audio_file
وَلَيَكُونٗا,12:32,12,32,1628,16,4,12,239,fullQuran/alafasy_quran_complete/012/012032.mp3
مِّنَ,12:32,12,32,1628,17,4,12,239,fullQuran/alafasy_quran_complete/012/012032.mp3
ٱلصَّـٰغِرِينَ,12:32,12,32,1628,18,4,12,239,fullQuran/alafasy_quran_complete/012/012032.mp3
قَالَ,12:33,12,33,1629,0,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
رَبِّ,12:33,12,33,1629,1,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
ٱلسِّجۡنُ,12:33,12,33,1629,2,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
أَحَبُّ,12:33,12,33,1629,3,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
إِلَيَّ,12:33,12,33,1629,4,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
مِمَّا,12:33,12,33,1629,5,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
يَدۡعُونَنِيٓ,12:33,12,33,1629,6,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
إِلَيۡهِۖ,12:33,12,33,1629,7,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
وَإِلَّا,12:33,12,33,1629,8,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
تَصۡرِفۡ,12:33,12,33,1629,9,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
عَنِّي,12:33,12,33,1629,10,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
كَيۡدَهُنَّ,12:33,12,33,1629,11,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
أَصۡبُ,12:33,12,33,1629,12,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
إِلَيۡهِنَّ,12:33,12,33,1629,13,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
وَأَكُن,12:33,12,33,1629,14,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
مِّنَ,12:33,12,33,1629,15,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
ٱلۡجَٰهِلِينَ,12:33,12,33,1629,16,4,12,239,fullQuran/alafasy_quran_complete/012/012033.mp3
فَٱسۡتَجَابَ,12:34,12,34,1630,0,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
لَهُۥ,12:34,12,34,1630,1,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
رَبُّهُۥ,12:34,12,34,1630,2,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
فَصَرَفَ,12:34,12,34,1630,3,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
عَنۡهُ,12:34,12,34,1630,4,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
كَيۡدَهُنَّۚ,12:34,12,34,1630,5,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
إِنَّهُۥ,12:34,12,34,1630,6,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
هُوَ,12:34,12,34,1630,7,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
ٱلسَّمِيعُ,12:34,12,34,1630,8,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
ٱلۡعَلِيمُ,12:34,12,34,1630,9,4,12,239,fullQuran/alafasy_quran_complete/012/012034.mp3
ثُمَّ,12:35,12,35,1631,0,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
بَدَا,12:35,12,35,1631,1,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
لَهُم,12:35,12,35,1631,2,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
مِّنۢ,12:35,12,35,1631,3,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
بَعۡدِ,12:35,12,35,1631,4,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
مَا,12:35,12,35,1631,5,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
رَأَوُاْ,12:35,12,35,1631,6,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
ٱلۡأٓيَٰتِ,12:35,12,35,1631,7,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
لَيَسۡجُنُنَّهُۥ,12:35,12,35,1631,8,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
حَتَّىٰ,12:35,12,35,1631,9,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
حِينٖ,12:35,12,35,1631,10,4,12,239,fullQuran/alafasy_quran_complete/012/012035.mp3
وَدَخَلَ,12:36,12,36,1632,0,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
مَعَهُ,12:36,12,36,1632,1,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
ٱلسِّجۡنَ,12:36,12,36,1632,2,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
فَتَيَانِۖ,12:36,12,36,1632,3,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
قَالَ,12:36,12,36,1632,4,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
أَحَدُهُمَآ,12:36,12,36,1632,5,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
إِنِّيٓ,12:36,12,36,1632,6,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
أَرَىٰنِيٓ,12:36,12,36,1632,7,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
أَعۡصِرُ,12:36,12,36,1632,8,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
خَمۡرٗاۖ,12:36,12,36,1632,9,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
وَقَالَ,12:36,12,36,1632,10,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
ٱلۡأٓخَرُ,12:36,12,36,1632,11,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
إِنِّيٓ,12:36,12,36,1632,12,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
أَرَىٰنِيٓ,12:36,12,36,1632,13,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
أَحۡمِلُ,12:36,12,36,1632,14,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
فَوۡقَ,12:36,12,36,1632,15,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
رَأۡسِي,12:36,12,36,1632,16,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
خُبۡزٗا,12:36,12,36,1632,17,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
تَأۡكُلُ,12:36,12,36,1632,18,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
ٱلطَّيۡرُ,12:36,12,36,1632,19,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
مِنۡهُۖ,12:36,12,36,1632,20,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
نَبِّئۡنَا,12:36,12,36,1632,21,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
بِتَأۡوِيلِهِۦٓۖ,12:36,12,36,1632,22,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
إِنَّا,12:36,12,36,1632,23,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
نَرَىٰكَ,12:36,12,36,1632,24,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
مِنَ,12:36,12,36,1632,25,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
ٱلۡمُحۡسِنِينَ,12:36,12,36,1632,26,5,12,239,fullQuran/alafasy_quran_complete/012/012036.mp3
قَالَ,12:37,12,37,1633,0,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
لَا,12:37,12,37,1633,1,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
يَأۡتِيكُمَا,12:37,12,37,1633,2,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
طَعَامٞ,12:37,12,37,1633,3,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
تُرۡزَقَانِهِۦٓ,12:37,12,37,1633,4,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
إِلَّا,12:37,12,37,1633,5,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
نَبَّأۡتُكُمَا,12:37,12,37,1633,6,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
بِتَأۡوِيلِهِۦ,12:37,12,37,1633,7,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
قَبۡلَ,12:37,12,37,1633,8,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
أَن,12:37,12,37,1633,9,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
يَأۡتِيَكُمَاۚ,12:37,12,37,1633,10,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
ذَٰلِكُمَا,12:37,12,37,1633,11,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
مِمَّا,12:37,12,37,1633,12,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
عَلَّمَنِي,12:37,12,37,1633,13,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
رَبِّيٓۚ,12:37,12,37,1633,14,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
إِنِّي,12:37,12,37,1633,15,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
تَرَكۡتُ,12:37,12,37,1633,16,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
مِلَّةَ,12:37,12,37,1633,17,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
قَوۡمٖ,12:37,12,37,1633,18,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
لَّا,12:37,12,37,1633,19,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
يُؤۡمِنُونَ,12:37,12,37,1633,20,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
بِٱللَّهِ,12:37,12,37,1633,21,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
وَهُم,12:37,12,37,1633,22,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
بِٱلۡأٓخِرَةِ,12:37,12,37,1633,23,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
هُمۡ,12:37,12,37,1633,24,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
كَٰفِرُونَ,12:37,12,37,1633,25,5,12,239,fullQuran/alafasy_quran_complete/012/012037.mp3
وَٱتَّبَعۡتُ,12:38,12,38,1634,0,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
مِلَّةَ,12:38,12,38,1634,1,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
ءَابَآءِيٓ,12:38,12,38,1634,2,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
إِبۡرَٰهِيمَ,12:38,12,38,1634,3,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
وَإِسۡحَٰقَ,12:38,12,38,1634,4,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
وَيَعۡقُوبَۚ,12:38,12,38,1634,5,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
مَا,12:38,12,38,1634,6,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
كَانَ,12:38,12,38,1634,7,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
لَنَآ,12:38,12,38,1634,8,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
أَن,12:38,12,38,1634,9,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
نُّشۡرِكَ,12:38,12,38,1634,10,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
بِٱللَّهِ,12:38,12,38,1634,11,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
مِن,12:38,12,38,1634,12,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
شَيۡءٖۚ,12:38,12,38,1634,13,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
ذَٰلِكَ,12:38,12,38,1634,14,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
مِن,12:38,12,38,1634,15,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
فَضۡلِ,12:38,12,38,1634,16,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
ٱللَّهِ,12:38,12,38,1634,17,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
عَلَيۡنَا,12:38,12,38,1634,18,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
وَعَلَى,12:38,12,38,1634,19,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
ٱلنَّاسِ,12:38,12,38,1634,20,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
وَلَٰكِنَّ,12:38,12,38,1634,21,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
أَكۡثَرَ,12:38,12,38,1634,22,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
ٱلنَّاسِ,12:38,12,38,1634,23,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
لَا,12:38,12,38,1634,24,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
يَشۡكُرُونَ,12:38,12,38,1634,25,5,12,240,fullQuran/alafasy_quran_complete/012/012038.mp3
يَٰصَٰحِبَيِ,12:39,12,39,1635,0,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
ٱلسِّجۡنِ,12:39,12,39,1635,1,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
ءَأَرۡبَابٞ,12:39,12,39,1635,2,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
مُّتَفَرِّقُونَ,12:39,12,39,1635,3,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
خَيۡرٌ,12:39,12,39,1635,4,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
أَمِ,12:39,12,39,1635,5,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
ٱللَّهُ,12:39,12,39,1635,6,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
ٱلۡوَٰحِدُ,12:39,12,39,1635,7,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
ٱلۡقَهَّارُ,12:39,12,39,1635,8,5,12,240,fullQuran/alafasy_quran_complete/012/012039.mp3
مَا,12:40,12,40,1636,0,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
تَعۡبُدُونَ,12:40,12,40,1636,1,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
مِن,12:40,12,40,1636,2,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
دُونِهِۦٓ,12:40,12,40,1636,3,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
إِلَّآ,12:40,12,40,1636,4,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
أَسۡمَآءٗ,12:40,12,40,1636,5,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
سَمَّيۡتُمُوهَآ,12:40,12,40,1636,6,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
أَنتُمۡ,12:40,12,40,1636,7,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
وَءَابَآؤُكُم,12:40,12,40,1636,8,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
مَّآ,12:40,12,40,1636,9,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
أَنزَلَ,12:40,12,40,1636,10,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
ٱللَّهُ,12:40,12,40,1636,11,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
بِهَا,12:40,12,40,1636,12,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
مِن,12:40,12,40,1636,13,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
سُلۡطَٰنٍۚ,12:40,12,40,1636,14,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
إِنِ,12:40,12,40,1636,15,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
ٱلۡحُكۡمُ,12:40,12,40,1636,16,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
إِلَّا,12:40,12,40,1636,17,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
لِلَّهِ,12:40,12,40,1636,18,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
أَمَرَ,12:40,12,40,1636,19,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
أَلَّا,12:40,12,40,1636,20,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
تَعۡبُدُوٓاْ,12:40,12,40,1636,21,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
إِلَّآ,12:40,12,40,1636,22,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
إِيَّاهُۚ,12:40,12,40,1636,23,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
ذَٰلِكَ,12:40,12,40,1636,24,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
ٱلدِّينُ,12:40,12,40,1636,25,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
ٱلۡقَيِّمُ,12:40,12,40,1636,26,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
وَلَٰكِنَّ,12:40,12,40,1636,27,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
أَكۡثَرَ,12:40,12,40,1636,28,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
ٱلنَّاسِ,12:40,12,40,1636,29,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
لَا,12:40,12,40,1636,30,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
يَعۡلَمُونَ,12:40,12,40,1636,31,5,12,240,fullQuran/alafasy_quran_complete/012/012040.mp3
يَٰصَٰحِبَيِ,12:41,12,41,1637,0,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
ٱلسِّجۡنِ,12:41,12,41,1637,1,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
أَمَّآ,12:41,12,41,1637,2,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
أَحَدُكُمَا,12:41,12,41,1637,3,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
فَيَسۡقِي,12:41,12,41,1637,4,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
رَبَّهُۥ,12:41,12,41,1637,5,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
خَمۡرٗاۖ,12:41,12,41,1637,6,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
وَأَمَّا,12:41,12,41,1637,7,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
ٱلۡأٓخَرُ,12:41,12,41,1637,8,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
فَيُصۡلَبُ,12:41,12,41,1637,9,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
فَتَأۡكُلُ,12:41,12,41,1637,10,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
ٱلطَّيۡرُ,12:41,12,41,1637,11,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
مِن,12:41,12,41,1637,12,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
رَّأۡسِهِۦۚ,12:41,12,41,1637,13,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
قُضِيَ,12:41,12,41,1637,14,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
ٱلۡأَمۡرُ,12:41,12,41,1637,15,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
ٱلَّذِي,12:41,12,41,1637,16,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
فِيهِ,12:41,12,41,1637,17,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
تَسۡتَفۡتِيَانِ,12:41,12,41,1637,18,5,12,240,fullQuran/alafasy_quran_complete/012/012041.mp3
وَقَالَ,12:42,12,42,1638,0,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
لِلَّذِي,12:42,12,42,1638,1,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
ظَنَّ,12:42,12,42,1638,2,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
أَنَّهُۥ,12:42,12,42,1638,3,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
نَاجٖ,12:42,12,42,1638,4,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
مِّنۡهُمَا,12:42,12,42,1638,5,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
ٱذۡكُرۡنِي,12:42,12,42,1638,6,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
عِندَ,12:42,12,42,1638,7,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
رَبِّكَ,12:42,12,42,1638,8,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
فَأَنسَىٰهُ,12:42,12,42,1638,9,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
ٱلشَّيۡطَٰنُ,12:42,12,42,1638,10,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
ذِكۡرَ,12:42,12,42,1638,11,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
رَبِّهِۦ,12:42,12,42,1638,12,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
فَلَبِثَ,12:42,12,42,1638,13,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
فِي,12:42,12,42,1638,14,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
ٱلسِّجۡنِ,12:42,12,42,1638,15,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
بِضۡعَ,12:42,12,42,1638,16,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
سِنِينَ,12:42,12,42,1638,17,5,12,240,fullQuran/alafasy_quran_complete/012/012042.mp3
وَقَالَ,12:43,12,43,1639,0,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
ٱلۡمَلِكُ,12:43,12,43,1639,1,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
إِنِّيٓ,12:43,12,43,1639,2,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
أَرَىٰ,12:43,12,43,1639,3,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
سَبۡعَ,12:43,12,43,1639,4,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
بَقَرَٰتٖ,12:43,12,43,1639,5,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
سِمَانٖ,12:43,12,43,1639,6,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
يَأۡكُلُهُنَّ,12:43,12,43,1639,7,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
سَبۡعٌ,12:43,12,43,1639,8,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
عِجَافٞ,12:43,12,43,1639,9,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
وَسَبۡعَ,12:43,12,43,1639,10,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
سُنۢبُلَٰتٍ,12:43,12,43,1639,11,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
خُضۡرٖ,12:43,12,43,1639,12,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
وَأُخَرَ,12:43,12,43,1639,13,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
يَابِسَٰتٖۖ,12:43,12,43,1639,14,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
يَـٰٓأَيُّهَا,12:43,12,43,1639,15,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
ٱلۡمَلَأُ,12:43,12,43,1639,16,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
أَفۡتُونِي,12:43,12,43,1639,17,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
فِي,12:43,12,43,1639,18,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
رُءۡيَٰيَ,12:43,12,43,1639,19,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
إِن,12:43,12,43,1639,20,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
كُنتُمۡ,12:43,12,43,1639,21,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
لِلرُّءۡيَا,12:43,12,43,1639,22,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
تَعۡبُرُونَ,12:43,12,43,1639,23,6,12,240,fullQuran/alafasy_quran_complete/012/012043.mp3
قَالُوٓاْ,12:44,12,44,1640,0,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
أَضۡغَٰثُ,12:44,12,44,1640,1,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
أَحۡلَٰمٖۖ,12:44,12,44,1640,2,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
وَمَا,12:44,12,44,1640,3,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
نَحۡنُ,12:44,12,44,1640,4,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
بِتَأۡوِيلِ,12:44,12,44,1640,5,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
ٱلۡأَحۡلَٰمِ,12:44,12,44,1640,6,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
بِعَٰلِمِينَ,12:44,12,44,1640,7,6,12,241,fullQuran/alafasy_quran_complete/012/012044.mp3
وَقَالَ,12:45,12,45,1641,0,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
ٱلَّذِي,12:45,12,45,1641,1,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
نَجَا,12:45,12,45,1641,2,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
مِنۡهُمَا,12:45,12,45,1641,3,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
وَٱدَّكَرَ,12:45,12,45,1641,4,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
بَعۡدَ,12:45,12,45,1641,5,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
أُمَّةٍ,12:45,12,45,1641,6,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
أَنَا۠,12:45,12,45,1641,7,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
أُنَبِّئُكُم,12:45,12,45,1641,8,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
بِتَأۡوِيلِهِۦ,12:45,12,45,1641,9,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
فَأَرۡسِلُونِ,12:45,12,45,1641,10,6,12,241,fullQuran/alafasy_quran_complete/012/012045.mp3
يُوسُفُ,12:46,12,46,1642,0,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
أَيُّهَا,12:46,12,46,1642,1,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
ٱلصِّدِّيقُ,12:46,12,46,1642,2,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
أَفۡتِنَا,12:46,12,46,1642,3,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
فِي,12:46,12,46,1642,4,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
سَبۡعِ,12:46,12,46,1642,5,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
بَقَرَٰتٖ,12:46,12,46,1642,6,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
سِمَانٖ,12:46,12,46,1642,7,6,12,241,fullQuran/alafasy_quran_complete/012/012046.mp3
